time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1707663722373377800,1.085377685546875,40.941734313964844,1.05191171169281,1.046517252922058,7.796000003814697,1.497812271118164,14.002477645874023,158.39999389648438,-80.8670152,35.1379197
1707663722729104600,1.441104736328125,76.1954116821289,0.8819721341133118,1.0498030185699463,7.951000213623047,0.4751774072647095,12.560029029846191,158.39999389648438,-80.8670212,35.1379149
1707663723729233000,2.44123291015625,91.4228515625,0.7695386409759521,1.0598043203353882,7.236000061035156,0.19023069739341736,58.5781135559082,158.39999389648438,-80.8670324,35.1378939
1707663724729559000,3.44155908203125,45,0.07335294783115387,1.0698076486587524,6.551000118255615,0.1746993064880371,60.14521026611328,158.39999389648438,-80.8670466,35.1378648
1707663725729212400,4.44121240234375,45,0.07064634561538696,1.0798041820526123,6.0279998779296875,0.5591640472412109,206.6280059814453,158.39999389648438,-80.8670539,35.1378548
1707663726729764900,5.441764892578125,45,0.0706792101264,1.0813040733337402,5.672999858856201,1.2794016599655151,219.79629516601562,158.39999389648438,-80.8670651,35.1378445
1707663727730052400,6.44205224609375,45,0.07068313658237457,1.0931673049926758,4.4070000648498535,1.166253685951233,220.6941375732422,157.89999389648438,-80.8670728,35.1378374
1707663728729933000,7.44193310546875,45,0.07067760080099106,1.103166103363037,4.026000022888184,1.0592504739761353,216.94256591796875,157.89999389648438,-80.8670777,35.1378303
1707663729729915000,8.441914794921875,45,0.7301889061927795,1.1115959882736206,3.9070000648498535,0.8512054085731506,215.10552978515625,158.39999389648438,-80.8670801,35.1378265
1707663730729670700,9.441670654296875,45,0.07068414241075516,1.1215935945510864,3.9000000953674316,0.7684098482131958,214.36514282226562,158.39999389648438,-80.8670837,35.137822
1707663731729821200,10.4418212890625,45,0.07069522887468338,1.1315950155258179,3.9000000953674316,0.6460518836975098,213.5679473876953,158.39999389648438,-80.8670856,35.1378192
1707663732729898200,11.441898193359375,45,0.07069598138332367,1.1431657075881958,3.9000000953674316,0.5368258357048035,210.50546264648438,157.89999389648438,-80.8670858,35.1378171
1707663733729915600,12.44191552734375,74.922119140625,0.737669050693512,1.1531659364700317,3.9000000953674316,0.33038923144340515,19.6453914642334,159,-80.8670838,35.1378207
1707663734729762600,13.441762451171876,50.00339126586914,0.7808773517608643,1.0635002851486206,3.9000000953674316,0.6662055253982544,21.910106658935547,158.5,-80.8670814,35.1378263
1707663735729819000,14.44181884765625,7.037501335144043,0.18986095488071442,1.073542594909668,3.9000000953674316,1.3762259483337402,23.014925003051758,158.5,-80.8670772,35.1378358
1707663736729098000,15.441097900390625,2.432905673980713,0.05355497822165489,1.0861573219299316,3.9000000953674316,1.4099981784820557,22.999996185302734,158.5,-80.8670725,35.1378469
1707663737729388000,16.441387939453126,2.788036823272705,0.05915764719247818,1.0961601734161377,3.9000000953674316,1.3600033521652222,23.00000762939453,158.5,-80.8670678,35.1378575
1707663738729330700,17.44133056640625,2.857574701309204,0.06393030285835266,1.103537678718567,3.9000000953674316,1.4399935007095337,24.99982261657715,158.5,-80.8670629,35.1378685
1707663739729229300,18.441229248046874,2.772399425506592,0.06427714973688126,1.0351001024246216,3.9000000953674316,1.489996314048767,23.000160217285156,158.39999389648438,-80.8670572,35.1378802
1707663740729112000,19.441112060546875,2.306011199951172,0.05285242944955826,1.0452848672866821,3.9000000953674316,1.470001220703125,21.0001220703125,158.39999389648438,-80.8670511,35.1378932
1707663741730086100,20.442086181640626,1.7341477870941162,0.03967908024787903,1.0626327991485596,3.9000000953674316,1.4700000286102295,21.99996566772461,158.39999389648438,-80.8670452,35.1379058
1707663742730108200,21.442108154296875,1.5034315586090088,0.034181006252765656,1.0726330280303955,3.9000000953674316,1.4600002765655518,21.000024795532227,158.39999389648438,-80.8670394,35.1379183
1707663743729894400,22.441894287109374,1.5044132471084595,0.03610379248857498,1.075292706489563,3.9000000953674316,1.5399980545043945,20.999996185302734,158.39999389648438,-80.867034,35.1379312
1707663744729890000,23.44189013671875,3.5289323329925537,0.08116135001182556,1.011530876159668,3.878000020980835,1.4800076484680176,20.000164031982422,158.39999389648438,-80.8670288,35.1379435
1707663745729738800,24.44173876953125,4.398271560668945,0.1056797057390213,1.0262795686721802,3.878000020980835,1.5499852895736694,19.99996566772461,158.39999389648438,-80.8670238,35.1379562
1707663746729687600,25.4416875,2.6764280796051025,0.06704923510551453,1.0362790822982788,3.86299991607666,1.6099950075149536,19.999988555908203,158.39999389648438,-80.8670185,35.1379694
1707663747729480400,26.44148046875,2.0090620517730713,0.04605547711253166,1.0462770462036133,3.86299991607666,1.4700056314468384,19.000062942504883,158.39999389648438,-80.8670127,35.1379826
1707663748729430500,27.441430419921875,1.887769341468811,0.03685793653130531,1.0515261888504028,3.86299991607666,1.2500056028366089,18.00004768371582,158.39999389648438,-80.8670084,35.1379941
1707663749729454800,28.441454833984373,1.76228666305542,0.030800145119428635,1.0615265369415283,3.86299991607666,1.120002269744873,19.999961853027344,158.39999389648438,-80.8670043,35.138004
1707663750729106200,29.441106201171873,2.317574977874756,0.03359948471188545,1.0715229511260986,3.88100004196167,0.9300040006637573,20.000015258789062,158.39999389648438,-80.8670004,35.1380125
1707663751730053400,30.442053466796875,6.168970584869385,0.6999788880348206,1.086282730102539,3.9000000953674316,0.632070004940033,18.946168899536133,158.39999389648438,-80.8669978,35.1380182
1707663752729890000,31.44189013671875,8.369229316711426,0.7004086375236511,1.0101944208145142,3.9000000953674316,0.7491769790649414,19.018169403076172,157.79998779296875,-80.8669953,35.1380239
1707663753729790200,32.441790283203126,9.86072063446045,0.7000407576560974,1.0154005289077759,3.9000000953674316,0.7301343083381653,18.997005462646484,157.79998779296875,-80.866992,35.1380303
1707663754729758000,33.44175805664062,11.725529670715332,0.700853705406189,1.025400161743164,3.9000000953674316,0.7895837426185608,19.00840187072754,157.79998779296875,-80.8669889,35.1380375
1707663755729589500,34.44158959960937,12.076159477233887,0.7001307010650635,1.0353984832763672,3.9000000953674316,0.561596691608429,19.94953155517578,157.79998779296875,-80.8669853,35.1380432
1707663756729640700,35.441640625,13.354278564453125,0.7013500928878784,1.050191879272461,3.9000000953674316,0.6592877507209778,19.0185546875,157.79998779296875,-80.8669819,35.1380482
1707663757729538000,36.4415380859375,17.53526496887207,0.7918990254402161,1.0003414154052734,3.9000000953674316,0.8383575081825256,19.029287338256836,157.79998779296875,-80.8669762,35.138054
1707663758729400800,37.44140087890625,16.886451721191406,0.7358283996582031,1.005536675453186,3.9000000953674316,0.5819769501686096,18.946096420288086,157.79998779296875,-80.8669703,35.138058
1707663759729929000,38.441928955078126,7.702252388000488,0.7012013792991638,1.015541911125183,3.9000000953674316,0.4604244530200958,41.874595642089844,157.79998779296875,-80.8669659,35.1380605
1707663760730028300,39.4420283203125,7.4265456199646,0.7294410467147827,1.025542974472046,3.9000000953674316,0.21118007600307465,42.967567443847656,157.79998779296875,-80.8669624,35.1380618
1707663761729099800,40.441099853515624,7.890739917755127,0.7293928861618042,1.0355336666107178,3.9000000953674316,0.27967506647109985,43.0048942565918,157.79998779296875,-80.8669598,35.1380627
1707663762729460700,41.441460693359375,45,0.06994751840829849,0.9793895483016968,3.9000000953674316,0.27806615829467773,43.12689208984375,157.59999084472656,-80.8669586,35.138063
1707663763729111300,42.441111328125,45,0.07069481909275055,0.9893860220909119,3.9000000953674316,0.2695458233356476,43.31098175048828,157.59999084472656,-80.8669582,35.1380631
1707663764729109500,43.441109619140626,10.453697204589844,0.7295613884925842,1.0034570693969727,3.9000000953674316,0.6479546427726746,42.9515380859375,157.59999084472656,-80.8669617,35.1380665
1707663765730049800,44.4420498046875,2.809424877166748,0.06302423775196075,1.013466477394104,3.878000020980835,1.4323418140411377,301.1188659667969,157.59999084472656,-80.866973,35.1380716
