time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1707663881554068700,160.26606884765624,0.37102967500686646,0.208085834980011,0.5288630723953247,0.7343984842300415,-0.24048025906085968,-1.1977035999298096,-1.1001625061035156
1707663881564068900,160.27606884765626,0.37048161029815674,0.20762720704078674,0.5293353796005249,0.734464704990387,-0.24199579656124115,-1.1982414722442627,-1.1000384092330933
1707663881574068700,160.28606884765625,0.37004998326301575,0.20713955163955688,0.5298163294792175,0.7344731688499451,-0.24403461813926697,-1.198723316192627,-1.1005810499191284
1707663881584068900,160.29606884765624,0.36951375007629395,0.2066759169101715,0.5302602648735046,0.7345533967018127,-0.2454952895641327,-1.1991978883743286,-1.1004196405410767
1707663881594068700,160.30606884765626,0.36911964416503906,0.2062421292066574,0.5306400656700134,0.7345991730690002,-0.24708078801631927,-1.1995378732681274,-1.1006672382354736
1707663881604068900,160.31606884765625,0.3688803017139435,0.20582041144371033,0.5309870839118958,0.7345869541168213,-0.24901920557022095,-1.1997778415679932,-1.1015403270721436
1707663881614068700,160.32606884765624,0.36866188049316406,0.2054157555103302,0.5313659310340881,0.7345359325408936,-0.251113623380661,-1.2000925540924072,-1.1026235818862915
1707663881624068900,160.33606884765624,0.3682841360569,0.20500625669956207,0.5318109393119812,0.7345177531242371,-0.2529659867286682,-1.2005832195281982,-1.103190541267395
1707663881634068700,160.34606884765626,0.3678656816482544,0.20459915697574615,0.5322097539901733,0.7345521450042725,-0.2544808089733124,-1.2010018825531006,-1.103366494178772
1707663881644068900,160.35606884765625,0.36733341217041016,0.20424406230449677,0.5325432419776917,0.7346755862236023,-0.2551746666431427,-1.2013970613479614,-1.102626085281372
1707663881654068700,160.36606884765624,0.3667982220649719,0.20391063392162323,0.5328646898269653,0.7348024845123291,-0.25574252009391785,-1.2017968893051147,-1.1017895936965942
1707663881664068900,160.37606884765626,0.3663448095321655,0.20354314148426056,0.5332526564598083,0.7348491549491882,-0.2569780945777893,-1.2022569179534912,-1.1016916036605835
1707663881674068700,160.38606884765625,0.3655141592025757,0.20323485136032104,0.5336002111434937,0.735095739364624,-0.2565748691558838,-1.2028412818908691,-1.0994436740875244
1707663881684068900,160.39606884765624,0.36483654379844666,0.202907532453537,0.5339013338088989,0.7353041768074036,-0.256553590297699,-1.203261375427246,-1.0978037118911743
1707663881694068700,160.40606884765626,0.3641544580459595,0.20262938737869263,0.534063994884491,0.7356007695198059,-0.2557750642299652,-1.203474760055542,-1.0954945087432861
1707663881704068900,160.41606884765625,0.36369097232818604,0.202373668551445,0.5342015027999878,0.7358006238937378,-0.255567342042923,-1.2035918235778809,-1.0941444635391235
1707663881714068700,160.42606884765624,0.362710177898407,0.20218193531036377,0.5344024300575256,0.73619145154953,-0.2536613643169403,-1.2040860652923584,-1.0903515815734863
1707663881724068900,160.43606884765626,0.3619486689567566,0.20186299085617065,0.5348032712936401,0.7363626956939697,-0.2537482678890228,-1.2047407627105713,-1.088684320449829
1707663881734068700,160.44606884765625,0.36077025532722473,0.20154571533203125,0.5351969003677368,0.7367417812347412,-0.2523665130138397,-1.2055261135101318,-1.084885597229004
1707663881744068900,160.45606884765624,0.35995587706565857,0.2011757493019104,0.5354872345924377,0.7370301485061646,-0.2519592344760895,-1.2059239149093628,-1.082584023475647
1707663881754068700,160.46606884765626,0.35876792669296265,0.20096389949321747,0.5355936288833618,0.7375897169113159,-0.2489880621433258,-1.206277847290039,-1.0773847103118896
1707663881764068900,160.47606884765625,0.3578976094722748,0.20072603225708008,0.5357527732849121,0.7379615902900696,-0.24741366505622864,-1.2065953016281128,-1.074044108390808
1707663881774068700,160.48606884765624,0.35674771666526794,0.20048123598098755,0.5360379219055176,0.7383777499198914,-0.24542488157749176,-1.2072436809539795,-1.0698137283325195
1707663881784068900,160.49606884765626,0.35543885827064514,0.20019382238388062,0.5364120602607727,0.7388151288032532,-0.24338915944099426,-1.2080672979354858,-1.0652079582214355
1707663881794068700,160.50606884765625,0.35407498478889465,0.19985444843769073,0.5367735624313354,0.7392991781234741,-0.2412680834531784,-1.2088218927383423,-1.0603561401367188
1707663881804068900,160.51606884765624,0.35310304164886475,0.19951625168323517,0.5369638800621033,0.7397170662879944,-0.23978176712989807,-1.209112524986267,-1.0567938089370728
1707663881814068700,160.52606884765626,0.3520089387893677,0.1992514729499817,0.5370927453041077,0.7402161359786987,-0.23737677931785583,-1.2094056606292725,-1.0522375106811523
1707663881824068900,160.53606884765625,0.3509438633918762,0.19896481931209564,0.5373123288154602,0.7406395077705383,-0.2355186939239502,-1.2098426818847656,-1.0482290983200073
1707663881834068700,160.54606884765624,0.34936201572418213,0.19869183003902435,0.5376417636871338,0.7412213683128357,-0.2322661578655243,-1.2106742858886719,-1.0420095920562744
1707663881844068900,160.55606884765626,0.3482721447944641,0.19826339185237885,0.5380721092224121,0.7415366172790527,-0.23164783418178558,-1.2113723754882812,-1.0389633178710938
1707663881854068700,160.56606884765625,0.34711992740631104,0.19785180687904358,0.538383960723877,0.7419602870941162,-0.2302646040916443,-1.2118730545043945,-1.035097599029541
1707663881864068900,160.57606884765624,0.34625139832496643,0.1974746733903885,0.5385240316390991,0.7423648834228516,-0.22905142605304718,-1.211983561515808,-1.031930685043335
1707663881874068700,160.58606884765624,0.34518668055534363,0.19719117879867554,0.5386031270027161,0.7428784966468811,-0.22659264504909515,-1.2121387720108032,-1.0273553133010864
1707663881884068900,160.59606884765626,0.34464389085769653,0.19682124257087708,0.5387827157974243,0.7430983781814575,-0.22665971517562866,-1.2122377157211304,-1.025990605354309
1707663881894068700,160.60606884765625,0.34353771805763245,0.19646526873111725,0.5390763282775879,0.7434917092323303,-0.2251739203929901,-1.212752103805542,-1.0221848487854004
1707663881904068900,160.61606884765624,0.3426993787288666,0.19603443145751953,0.5394378900527954,0.7437300682067871,-0.22515259683132172,-1.2132377624511719,-1.0201479196548462
1707663881914068700,160.62606884765626,0.34162816405296326,0.1956220269203186,0.5397794246673584,0.74408358335495,-0.2241698056459427,-1.2137750387191772,-1.0168126821517944
1707663881924068900,160.63606884765625,0.3409259617328644,0.19518299400806427,0.5400212407112122,0.7443454265594482,-0.2241663783788681,-1.2139713764190674,-1.0150169134140015
1707663881934068700,160.64606884765624,0.34009793400764465,0.19477850198745728,0.5401943325996399,0.74470454454422,-0.22332604229450226,-1.2141069173812866,-1.0122475624084473
1707663881944068900,160.65606884765626,0.339679092168808,0.19437402486801147,0.5403727293014526,0.7448719143867493,-0.22394639253616333,-1.2141315937042236,-1.0115846395492554
1707663881954068700,160.66606884765625,0.3389350473880768,0.1939822882413864,0.5406700372695923,0.7450971603393555,-0.22386454045772552,-1.2145087718963623,-1.0097075700759888
1707663881964068900,160.67606884765624,0.3383263647556305,0.19353045523166656,0.5409792065620422,0.745266854763031,-0.22451132535934448,-1.214802622795105,-1.0086830854415894
1707663881974068700,160.68606884765626,0.33735373616218567,0.19313153624534607,0.541214644908905,0.745640218257904,-0.2233993411064148,-1.2151168584823608,-1.0054155588150024
1707663881984068900,160.69606884765625,0.3369183838367462,0.19271713495254517,0.5414402484893799,0.7457805275917053,-0.22419220209121704,-1.2152347564697266,-1.004879355430603
1707663881994068700,160.70606884765624,0.33621397614479065,0.19230642914772034,0.5418090224266052,0.7459365725517273,-0.2246066778898239,-1.21572744846344,-1.0035252571105957
1707663882004068900,160.71606884765626,0.33543694019317627,0.19185210764408112,0.5422534346580505,0.7460804581642151,-0.22522208094596863,-1.216347575187683,-1.0021830797195435
1707663882014068700,160.72606884765625,0.3346191942691803,0.19137610495090485,0.5426359176635742,0.7462918162345886,-0.2255176305770874,-1.2168313264846802,-1.0004353523254395
1707663882024068900,160.73606884765624,0.3340252935886383,0.19090284407138824,0.5429279804229736,0.7464666366577148,-0.22622843086719513,-1.2170685529708862,-0.9994732737541199
1707663882034068700,160.74606884765626,0.3331732153892517,0.19050119817256927,0.543148934841156,0.7467892169952393,-0.22549279034137726,-1.2173209190368652,-0.9967750906944275
1707663882044068900,160.75606884765625,0.3326170742511749,0.19008195400238037,0.5433609485626221,0.7469896674156189,-0.22582896053791046,-1.2174471616744995,-0.9955899715423584
1707663882054068700,160.76606884765624,0.33178430795669556,0.1896839588880539,0.5435956716537476,0.7472903728485107,-0.22520630061626434,-1.2177273035049438,-0.9930398464202881
1707663882064068900,160.77606884765626,0.3311416506767273,0.18924634158611298,0.5439274907112122,0.7474449276924133,-0.2257874459028244,-1.218104600906372,-0.991920530796051
1707663882074068700,160.78606884765625,0.3299483060836792,0.18880854547023773,0.5443026423454285,0.7478101849555969,-0.2245931327342987,-1.218735933303833,-0.9881555438041687
1707663882084068900,160.79606884765624,0.32919326424598694,0.18833355605602264,0.5445358753204346,0.7480928897857666,-0.22450748085975647,-1.2189066410064697,-0.9861541390419006
1707663882094068700,160.80606884765626,0.3284651041030884,0.18791888654232025,0.5446193218231201,0.7484564185142517,-0.22370396554470062,-1.2188316583633423,-0.9835880994796753
1707663882104068900,160.81606884765625,0.3279619514942169,0.1875089555978775,0.5447911620140076,0.7486547231674194,-0.2240409106016159,-1.2188762426376343,-0.9825096130371094
1707663882114068700,160.82606884765624,0.3269968330860138,0.18704873323440552,0.545142650604248,0.748936116695404,-0.2236391007900238,-1.2193701267242432,-0.9798694849014282
1707663882124068900,160.83606884765624,0.32602909207344055,0.18657612800598145,0.5454752445220947,0.7492337226867676,-0.22319452464580536,-1.2198139429092407,-0.9771683812141418
1707663882134068700,160.84606884765626,0.3251228928565979,0.18612602353096008,0.5457072854042053,0.749570369720459,-0.22248558700084686,-1.2200591564178467,-0.9743474125862122
1707663882144068900,160.85606884765625,0.3243752717971802,0.18568873405456543,0.5459350943565369,0.749836802482605,-0.2222793996334076,-1.2202643156051636,-0.972297728061676
1707663882154068700,160.86606884765624,0.32346922159194946,0.18523941934108734,0.5461965203285217,0.7501489520072937,-0.22168733179569244,-1.2205724716186523,-0.969592809677124
1707663882164068900,160.87606884765626,0.3227679133415222,0.18474432826042175,0.5465060472488403,0.7503476142883301,-0.22217954695224762,-1.2208702564239502,-0.9682189226150513
1707663882174068700,160.88606884765625,0.3220071792602539,0.18424315750598907,0.5468061566352844,0.7505789995193481,-0.22244524955749512,-1.2211610078811646,-0.9665188193321228
1707663882184068900,160.89606884765624,0.32116809487342834,0.1837887167930603,0.5470110774040222,0.7509005665779114,-0.22188617289066315,-1.221331238746643,-0.9639543890953064
1707663882194068700,160.90606884765626,0.32016199827194214,0.183389812707901,0.5471469163894653,0.7513286471366882,-0.22025974094867706,-1.2214691638946533,-0.9601539373397827
1707663882204068900,160.91606884765625,0.3195830285549164,0.18297265470027924,0.5473325252532959,0.7515416145324707,-0.22042085230350494,-1.2215656042099,-0.9587743282318115
1707663882214068700,160.92606884765624,0.31887170672416687,0.18252959847450256,0.5476235151290894,0.751739501953125,-0.22062304615974426,-1.2218910455703735,-0.9571772217750549
1707663882224068900,160.93606884765626,0.3180401921272278,0.18209703266620636,0.5479623675346375,0.751949667930603,-0.22054994106292725,-1.2223623991012573,-0.9551267027854919
1707663882234068700,160.94606884765625,0.3171522319316864,0.18164142966270447,0.5482983589172363,0.7521899938583374,-0.2203458994626999,-1.2228209972381592,-0.952825129032135
1707663882244068900,160.95606884765624,0.316446453332901,0.18119487166404724,0.5485124588012695,0.7524387836456299,-0.22027656435966492,-1.2229852676391602,-0.9509729146957397
1707663882254068700,160.96606884765626,0.31565073132514954,0.18081586062908173,0.5486181974411011,0.7527870535850525,-0.219213604927063,-1.2230253219604492,-0.9481016993522644
1707663882264068900,160.97606884765625,0.31496813893318176,0.1804647296667099,0.5487358570098877,0.7530713677406311,-0.21850372850894928,-1.2230873107910156,-0.9457991719245911
1707663882274068700,160.98606884765624,0.3141745924949646,0.18011586368083954,0.5489524006843567,0.7533285021781921,-0.21778032183647156,-1.2233891487121582,-0.9433007836341858
1707663882284068900,160.99606884765626,0.31334418058395386,0.17973802983760834,0.5492455363273621,0.7535509467124939,-0.21733121573925018,-1.223830223083496,-0.9409672617912292
1707663882294068700,161.00606884765625,0.312201589345932,0.1793595850467682,0.5495548248291016,0.753889799118042,-0.2158266007900238,-1.2243940830230713,-0.9370908737182617
1707663882304068900,161.01606884765624,0.3113224506378174,0.178993359208107,0.5497898459434509,0.7541689872741699,-0.21492822468280792,-1.2247415781021118,-0.9342591166496277
1707663882314068700,161.02606884765626,0.31056731939315796,0.17866994440555573,0.5499423742294312,0.7544457316398621,-0.21399471163749695,-1.2249279022216797,-0.9316594004631042
1707663882324068900,161.03606884765625,0.30974555015563965,0.1783863604068756,0.5501089096069336,0.7547292113304138,-0.21273036301136017,-1.2252049446105957,-0.9286823868751526
1707663882334068700,161.04606884765624,0.308742493391037,0.1780845820903778,0.5503507852554321,0.7550350427627563,-0.2111726999282837,-1.225670337677002,-0.925094723701477
1707663882344068900,161.05606884765626,0.30760300159454346,0.17777007818222046,0.5506319999694824,0.7553691864013672,-0.2093191146850586,-1.2262420654296875,-0.920976996421814
1707663882354068700,161.06606884765625,0.30670052766799927,0.1774679273366928,0.5508019924163818,0.755683183670044,-0.2078392058610916,-1.2265279293060303,-0.9176342487335205
1707663882364068900,161.07606884765624,0.30557379126548767,0.17726494371891022,0.5508211255073547,0.7561731934547424,-0.20459693670272827,-1.2266603708267212,-0.912348210811615
1707663882374068700,161.08606884765624,0.3047553598880768,0.17707057297229767,0.5509024262428284,0.7564897537231445,-0.2026757299900055,-1.226847767829895,-0.9088655114173889
1707663882384068900,161.09606884765626,0.303494393825531,0.1768704205751419,0.5511398911476135,0.7568703889846802,-0.19977004826068878,-1.227473258972168,-0.9036850929260254
1707663882394068700,161.10606884765625,0.3024347424507141,0.1766144335269928,0.5513944625854492,0.7571688890457153,-0.197859987616539,-1.2280229330062866,-0.8997288942337036
1707663882404068900,161.11606884765624,0.3009921908378601,0.17644046247005463,0.5515274405479431,0.7576872706413269,-0.19378183782100677,-1.2284960746765137,-0.8931509852409363
1707663882414068700,161.12606884765626,0.3001655638217926,0.1762366145849228,0.5516273975372314,0.757989764213562,-0.19192583858966827,-1.228708028793335,-0.889707624912262
1707663882424068900,161.13606884765625,0.29912909865379333,0.17609673738479614,0.5516963601112366,0.758381724357605,-0.18894536793231964,-1.2289705276489258,-0.8849145174026489
1707663882434068700,161.14606884765624,0.29829350113868713,0.17594841122627258,0.5517593622207642,0.7586994171142578,-0.1867036670446396,-1.2291595935821533,-0.881159245967865
1707663882444068900,161.15606884765626,0.2970087230205536,0.1758851706981659,0.551738440990448,0.7592331171035767,-0.1821870058774948,-1.2293610572814941,-0.8745729923248291
1707663882454068700,161.16606884765625,0.29600000381469727,0.17581620812416077,0.5517452359199524,0.7596379518508911,-0.17879915237426758,-1.2295444011688232,-0.8695297837257385
1707663882464068900,161.17606884765624,0.29455599188804626,0.17575709521770477,0.5518683195114136,0.7601234316825867,-0.17420454323291779,-1.2300834655761719,-0.8626101613044739
1707663882474068700,161.18606884765626,0.293318510055542,0.17565396428108215,0.5520362257957458,0.7605037689208984,-0.17068691551685333,-1.230621576309204,-0.8570162057876587
1707663882484068900,161.19606884765625,0.2919604182243347,0.1755603700876236,0.5521820783615112,0.7609419226646423,-0.16660025715827942,-1.2311434745788574,-0.8506860733032227
1707663882494068700,161.20606884765624,0.2906946837902069,0.17549633979797363,0.5523273348808289,0.7613357901573181,-0.16272351145744324,-1.2316675186157227,-0.8447524309158325
1707663882504068900,161.21606884765626,0.28920477628707886,0.17539498209953308,0.552592933177948,0.7617337107658386,-0.15858274698257446,-1.2324578762054443,-0.8381417989730835
1707663882514068700,161.22606884765625,0.2876088619232178,0.17529398202896118,0.5528116822242737,0.7622023224830627,-0.15386593341827393,-1.2331619262695312,-0.8308009505271912
1707663882524068900,161.23606884765624,0.2859681248664856,0.175202876329422,0.5528327226638794,0.7628251314163208,-0.14824096858501434,-1.2334438562393188,-0.8225258588790894
1707663882534068700,161.24606884765626,0.28474777936935425,0.17517128586769104,0.552653968334198,0.7634181380271912,-0.14324459433555603,-1.2332539558410645,-0.81563800573349
1707663882544068900,161.25606884765625,0.2831624448299408,0.17519734799861908,0.5525625944137573,0.7640677094459534,-0.1369725465774536,-1.233367681503296,-0.8069900274276733
1707663882554068700,161.26606884765624,0.28136563301086426,0.175119087100029,0.5528684854507446,0.7645280361175537,-0.13166368007659912,-1.234283685684204,-0.7987796068191528
1707663882564068900,161.27606884765626,0.27929750084877014,0.17490148544311523,0.5533546805381775,0.7649843096733093,-0.12648215889930725,-1.2355047464370728,-0.7900577187538147
1707663882574068700,161.28606884765625,0.2772957682609558,0.17472022771835327,0.5535649061203003,0.7656015753746033,-0.12045958638191223,-1.2361260652542114,-0.7806883454322815
1707663882584068900,161.29606884765624,0.27566057443618774,0.17459774017333984,0.5535322427749634,0.7662433981895447,-0.11476390808820724,-1.2361918687820435,-0.772324800491333
1707663882594068700,161.30606884765626,0.27401313185691833,0.17451688647270203,0.5535390377044678,0.766847550868988,-0.10897742211818695,-1.2363735437393188,-0.7639092206954956
1707663882604068900,161.31606884765625,0.27279284596443176,0.17433345317840576,0.5537322759628296,0.7671847939491272,-0.10579654574394226,-1.2368119955062866,-0.7585775852203369
1707663882614068700,161.32606884765624,0.27115005254745483,0.1741778552532196,0.5538865923881531,0.767690896987915,-0.10078981518745422,-1.2372403144836426,-0.7508241534233093
1707663882624068900,161.33606884765624,0.2694324851036072,0.17404834926128387,0.5538789629936218,0.7683302760124207,-0.09488894045352936,-1.237327218055725,-0.7421238422393799
1707663882634068700,161.34606884765626,0.2675875723361969,0.1739494651556015,0.55382239818573,0.7690378427505493,-0.08823841065168381,-1.2373324632644653,-0.7325334548950195
1707663882644068900,161.35606884765625,0.2661162316799164,0.17380167543888092,0.5538942813873291,0.7695298790931702,-0.0835789144039154,-1.237531304359436,-0.7254154682159424
1707663882654068700,161.36606884765624,0.26463526487350464,0.17359137535095215,0.5542037487030029,0.7698652148246765,-0.0798419788479805,-1.2382102012634277,-0.7190853953361511
1707663882664068900,161.37606884765626,0.2629793584346771,0.17331622540950775,0.5545859336853027,0.7702193260192871,-0.0759219080209732,-1.239012598991394,-0.7122049927711487
1707663882674068700,161.38606884765625,0.26117488741874695,0.17302052676677704,0.5548092126846313,0.7707387804985046,-0.07105765491724014,-1.2394437789916992,-0.7041472792625427
1707663882684068900,161.39606884765624,0.25980785489082336,0.17278866469860077,0.5547327995300293,0.771307647228241,-0.06670927256345749,-1.2391973733901978,-0.6974003911018372
1707663882694068700,161.40606884765626,0.2584567368030548,0.1726466417312622,0.5544423460960388,0.7720019221305847,-0.061449725180864334,-1.238526701927185,-0.6899257898330688
