time,seconds_elapsed,z,y,x
1707663721353532400,0.065532470703125,6.592226505279541,6.096911907196045,1.5936198234558105
1707663721370378800,0.082378662109375,8.453842163085938,4.381258487701416,-0.32542386651039124
1707663721387224800,0.099224853515625,7.444071292877197,3.0173492431640625,-0.32303106784820557
1707663721404071200,0.1160712890625,9.05444049835205,3.7328033447265625,-0.040677983313798904
1707663721420917200,0.132917236328125,10.13599681854248,3.596412420272827,0.31345975399017334
1707663721437763600,0.149763671875,11.23908805847168,3.3308091163635254,-0.007178467698395252
1707663721454610000,0.16660986328125,11.270195007324219,3.187239646911621,-1.0336993932724
1707663721471456300,0.183456298828125,11.088339805603027,3.1034910678863525,-1.643869161605835
1707663721488302300,0.20030224609375,11.298908233642578,3.2518460750579834,-1.4524433612823486
1707663721505148700,0.217148681640625,11.035697937011719,3.445664644241333,-1.5744773149490356
1707663721521995000,0.2339951171875,9.504291534423828,2.8139593601226807,-2.2683959007263184
1707663721538841300,0.25084130859375,8.58066177368164,4.455435752868652,-2.6967110633850098
1707663721555687400,0.2676875,8.549555778503418,4.847858905792236,-0.7034898400306702
1707663721572533800,0.28453369140625,8.350951194763184,5.0703911781311035,-0.5599204897880554
1707663721589380000,0.301380126953125,7.7455668449401855,5.498706340789795,-0.22971096634864807
1707663721606226200,0.31822607421875,7.915457248687744,5.7786664962768555,-0.5886343717575073
1707663721623072500,0.335072509765625,8.549555778503418,6.271588325500488,-1.4763715267181396
1707663721639918800,0.3519189453125,8.039883613586426,7.295716285705566,-2.400001049041748
1707663721656765200,0.36876513671875,6.927221775054932,8.011170387268066,-1.9525432586669922
1707663721673611500,0.385611572265625,6.03948450088501,8.087740898132324,-1.337587833404541
1707663721690457600,0.40245751953125,6.479763507843018,8.420342445373535,-1.7371892929077148
1707663721707304000,0.419303955078125,8.50169849395752,8.901300430297852,-1.2490534782409668
1707663721724150300,0.436150390625,8.070990562438965,8.37966537475586,-0.08853443711996078
1707663721740996600,0.45299658203125,7.5086774826049805,7.221538543701172,0.8590233325958252
1707663721757843000,0.469843017578125,8.288737297058105,6.307480335235596,0.038285162299871445
1707663721774689000,0.48668896484375,7.278966426849365,6.781259536743164,-2.837887763977051
